llevel,mlevel,minorMasterId,playerName,playerNameRoute,UPURL,UPID,positionDB,playerTeamId,RPM,Vel,cRisk,cETA,cFV,cWeight,cHeight,cRank,cOVR,cORG,cTrend,cDraftSchool,Hit,Game,Raw,Spd,Fld,Arm,FB,SL,CB,CH,SPL,CT,CMD,cSeason,playerPageSortOrder,cCollegeCommit,ID,RowID,FirstName,LastName,Position,Age,Team,Season,Type,PlayerId,DraftRank,ProjTeam,Ovr_Rank,Org_Rank,FV_Current,Risk_Current,ETA_Current,Draft,CollegeCommit,Height,Weight,Bats,Throws,School,Summary,YouTube,pHit,fHit,pGame,fGame,pRaw,fRaw,pSpd,fSpd,pFld,fFld,pArm,fArm,pFB,fFB,pSL,fSL,pCB,fCB,pSPL,fSPL,pCMD,fCMD,bRPM,fRPM,Range,Touch,Variance,options,servicetime,pCH,fCH,pCT,fCT
MLB,MLB,sa3003396,Luis Robert Jr.,Luis Robert Jr.,/players/luis-robert-jr/20043/stats/batting,20043,OF,25.0,,,High,2020,60,185,"6' 3""",,21,3,,Cuba,25 / 50,30 / 55,65 / 65,60 / 60,45 / 55,60 / 60,,,,,,,,2018,0,,17101,3,Luis,Robert,CF,20,CHW,2018,2018 Report,20043,0,,21,3,60,0,2020,J2 2017,,75,185,R,R,Cuba,"Chicago signed Robert for $26 million just weeks before the new CBA put a hard cap on international spending. He had been of interest to international scouts for several years because of his raw power and speed. About a year before he signed, Robert looked heavy and sluggish on tour with the Cuban national team, but by the time he defected and was ready to work out for teams he had transformed his physique and put on an absolute show in provate workouts, showing plus straightline speed and power during BP. Robert doesn't have great bat control and his ability to get the bat to the baseball might be limited, but there's enough going on here that he has a chance to be a star anyway, and if the bat does come he'll be a five-tool monster.",aWdIPdVRkok,25.0,50.0,30.0,55.0,65.0,65.0,60.0,60.0,45.0,55.0,60.0,60.0,,,,,,,,,,,0,0,,0,High,n/a,6.000,,,,
,MLB,sa829698,Brendan McKay,Brendan McKay,/players/brendan-mckay/20186/stats/pitching,20186,P,-1.0,,,Medium,2019,60,212,"6' 2""",,22,3,,Louisville,25 / 55,35 / 55,65 / 65,35 / 30,45 / 50,60 / 60,50 / 55,,55 / 60,50 / 55,,,40 / 50,2018,0,,17289,3,Brendan,McKay,LHP/1B,22,TBR,2018,2018 Report,20186,0,,22,3,60,0,2019,1st rd 2017,,74,212,L,L,Louisville,"McKay is an incredible rare prospect in that he would make this Top 100 list as both a hitter and pitcher and was a top 10 prospect in the 2017 draft both ways as well. He's stood out both ways since high school and scout laud his makeup, in that he improved at both roles at Louisville while also being a team leader and managing the fatigue and preparation necessary to be the staff ace once a week and hitting in the middle of the lineup everyday for three straight years on a top program. He was generally seen as a pitcher first until scouts beared down on him last year and many saw greater potential at the plate, a role he admittedly didn't spend as much thinking about, dreaming on a 60 bat/power combination. The Rays will let him continue to develop both ways but appear to prefer him as a first baseman. There's myriad ways to deploy his talent, but the most likely seems to be everyday first baseman with the abilty to throw a couple innings a week (with three 55-60 pitches that could play up in short stints) and slide into the DH spot to rest his arm.",eml6BjjTDJg,25.0,55.0,35.0,55.0,65.0,65.0,35.0,30.0,45.0,50.0,60.0,60.0,50.0,55.0,,,55.0,60.0,,,40.0,50.0,0,0,,0,Medium,1,1.050,50.0,55.0,,
MLB,MLB,sa828700,Mitch Keller,Mitch Keller,/players/mitch-keller/17594/stats/pitching,17594,P,27.0,,,Medium,2019,60,195,"6' 3""",,23,1,,Xavier HS (IA),,,,,,,60 / 60,,55 / 60,40 / 45,,,55 / 70,2018,0,,17661,1,Mitch,Keller,RHP,21,PIT,2018,2018 Report,17594,0,,23,1,60,0,2019,2nd rd 2014,,75,195,R,R,Xavier HS (IA),"Keller is still without a good changeup, but his ability to locate a mid-90s fastball and spin a plus curveball make up a very promising mid-rotation foundation. He spent 2017 at Double-A and has an outside shot to debut in Pittsburgh this year, but the Pirates competitive standing in the NL Central and Keller's need to develop a third pitch might push him to 2019.",BbF8a3acDUU,,,,,,,,,,,,,60.0,60.0,,,55.0,60.0,,,55.0,70.0,0,0,,0,Medium,n/a,6.026,40.0,45.0,,
,MLB,sa3004043,Keston Hiura,Keston Hiura,/players/keston-hiura/20003/stats/batting,20003,1B/2B,-1.0,,,Medium,2019,55,190,"5' 11""",,24,1,,UC Irvine,40 / 60,40 / 55,55 / 55,50 / 50,40 / 50,40 / 40,,,,,,,,2018,0,,17573,1,Keston,Hiura,2B,21,MIL,2018,2018 Report,20003,0,,24,1,55,0,2019,1st rd 2017,,71,190,R,R,UC Irvine,"Most premium college hitters are viewed as 'safer' draft prospects, but Hiura had an arm issue that prevented him from playing defense while he was scouted. A PRP injection had him back at second base late last year. Hiura is an advanced hitter with lightning quick hands and surprising power for his size. He projects as a plus hitter with above-average power, which could make him an All Star at second base, assuming all is well with the arm and he's able to stay there.",wgVOB9lK0Z8,40.0,60.0,40.0,55.0,55.0,55.0,50.0,50.0,40.0,50.0,40.0,40.0,,,,,,,,,,,0,0,,0,Medium,0,3.051,,,,
AAA,MLB,sa857705,Scott Kingery,Scott Kingery,/players/scott-kingery/17975/stats/batting,17975,SS/OF,17.0,,,Low,2018,55,180,"5' 10""",,25,2,,Arizona,50 / 60,40 / 50,50 / 50,70 / 70,60 / 65,45 / 45,,,,,,,,2018,0,,17636,2,Scott,Kingery,2B,23,PHI,2018,2018 Report,17975,0,,25,2,55,0,2018,2nd rd 2015,,70,180,R,R,Arizona,"A minor mechanical tweak unlocked some of Kingery's previously undiscovered raw power last year and he hit 26 home runs between Double and Triple-A. Some of that was due to the hitting environment in Reading, but scouts think the power uptick is real. Kingery already had a chance to be an everyday player because of his superlative bat-to-ball ability, speed and plus-plus defense at second base. With the power folded in, he's a potential star. Whether or not he debuts in Philly this year could depend on a Cesar Hernandez trade, but he's probably ready.",XOACy9fjCWs,50.0,60.0,40.0,50.0,50.0,50.0,70.0,70.0,60.0,65.0,45.0,45.0,,,,,,,,,,,0,0,,0,Low,2,3.108,,,,
,,sa293098,Kyle Wright,Kyle Wright,/players/kyle-wright/sa293098/stats/pitching,sa293098,P,,,,Medium,2018,55,200,"6' 4""",,26,2,,Vanderbilt,,,,,,,55 / 60,55 / 60,50 / 55,45 / 50,,,45 / 50,2018,0,,17394,2,Kyle,Wright,RHP,22,ATL,2018,2018 Report,sa293098,0,,26,2,55,0,2018,1st rd 2017,,76,200,R,R,Vanderbilt,"Wright was a tough sign out of an Alabama high school in 2014 due to a Vanderbilt commitment and the Braves made a significant offer that came up just short, but they got their man with the 5th overall pick in 2017 after a dominating three year career in Nashville. Wright had a rocky start in 2017, finding his arm slot weeks before the draft when he would take grounders at shortstop and found his natural slot was lower than where he'd been pitching. He pitched 95-99 mph for the first half of a start against Arkansas a few weeks later and hasn't looked back since; he likely won't spend long in the minor leagues and should join the Braves young pitching in the big leagues at some point in 2018.",yO8JA8nXzL4,,,,,,,,,,,,,55.0,60.0,55.0,60.0,50.0,55.0,,,45.0,50.0,0,0,,0,Medium,,,45.0,50.0,,
MLB,MLB,sa658292,Walker Buehler,Walker Buehler,/players/walker-buehler/19374/stats/pitching,19374,P,29.0,,,Medium,2018,55,175,"6' 2""",,27,1,,Vanderbilt,,,,,,,70 / 70,55 / 55,55 / 60,45 / 50,,,45 / 50,2018,0,,17550,1,Walker,Buehler,RHP,23,LAD,2018,2018 Report,19374,0,,27,1,55,0,2018,1st rd 2015,,74,175,R,R,Vanderbilt,"Buehler roared back from Tommy John in 2016 and sat 96-99 with a plus curveball and slider/cutter in his first outing back from surgery. He only threw five affiliated innings but the Dodgers immediately began internal conversations about how to get him to the big leagues in 2017. They did, and after a late-summer move to the bullpen Buehler got a nine-inning September espresso. There are some who think Buehler's ultimate role will be that of the prophecized, dominant multi-inning reliever because his command is fringey, he's already had a surgery and he's an undersized guy with a longer arm action. His three-pitch mix is unique for a starter but enough to justify continued development in a rotation, and the fllback option isn't all that bad.",VnQHWGCjfxM,,,,,,,,,,,,,70.0,70.0,55.0,55.0,55.0,60.0,,,45.0,50.0,0,0,,0,Medium,n/a,7.168,45.0,50.0,,
AAA,MLB,sa828496,Luis Urías,Luis Urias,/players/luis-urias/16622/stats/batting,16622,2B/3B,15.0,,,Low,2018,55,160,"5' 9""",,28,2,,Mexico,50 / 65,20 / 35,40 / 45,50 / 50,50 / 55,50 / 50,,,,,,,,2018,0,,17713,2,Luis,Urias,2B,20,SDP,2018,2018 Report,16622,0,,28,2,55,0,2018,J2 2013,,69,160,R,R,Mexico,"Urias' strikeout rate doubled in 2017 and was still so low that it would have ranked him in the top 15 among qualified MLB hitters. He has sublime feel for contact, adjusting the barrel to where it needs to be, when it needs to be there, and his track record of excellent hitting suggests it's going to continue. Urias changed his leg kick's tempo in 2017 but didn't produce more fly balls nor power and he doesn't project to. Popless second basemen need to hit like Dee Gordon or Cesar Hernandez to profile as above-average regulars but it looks ilke Urias is going to do that.",euhgiB0OSV4,50.0,65.0,20.0,35.0,40.0,45.0,50.0,50.0,50.0,55.0,50.0,50.0,,,,,,,,,,,0,0,,0,Low,n/a,6.007,,,,
MLB,MLB,sa737507,J.P. Crawford,J.P. Crawford,/players/jp-crawford/15491/stats/batting,15491,SS,11.0,,,Low,2018,55,180,"6' 2""",,29,3,,Lakewood HS (CA),40 / 55,35 / 45,50 / 50,50 / 50,50 / 55,60 / 60,,,,,,,,2018,0,,17637,3,J.P.,Crawford,SS,23,PHI,2018,2018 Report,15491,0,,29,3,55,0,2018,1st rd 2013,,74,180,L,R,Lakewood HS (CA),"Crawford's first month of the season was such a disaster that scouts thought he was either hurt or extremely bored. He hit well in July and August and earned a September call-up, during which he played great defense all over the infield. Crawford has issues getting to balls away from him and probably won't hit for much power, but he's very patient and could reach base enough to hit at the top of a lineup. He's only an average runner but he's also a very gifted athlete with a plus arm and a quick transfer. Crawford can make strong throws to first from all kinds of difficult platforms and projects as a plus defensive shortstop. Table-setting defensive wizards are pretty rare. He could go .270/.340/.400 with 12-15 homers and the Freddy Galvis trade paves the way for playing time immediately.",3LZkPwA2Qd4,40.0,55.0,35.0,45.0,50.0,50.0,50.0,50.0,50.0,55.0,60.0,60.0,,,,,,,,,,,0,0,,0,Low,n/a,7.163,,,,
AAA,MLB,sa738675,A.J. Puk,A.J. Puk,/players/aj-puk/19343/stats/pitching,19343,P,15.0,,,Medium,2018,55,230,"6' 7""",,30,1,,Florida,,,,,,,60 / 65,60 / 60,55 / 60,55 / 60,,,45 / 50,2018,0,,17251,1,A.J.,Puk,LHP,22,OAK,2018,2018 Report,19343,0,,30,1,55,0,2018,1st rd 2016,,79,230,L,L,Florida,"Puk had back issues in college and scouts weren't enamored with his conditioning, but he had premium velocity, a plus slider and he performed at against SEC hitters. He somewhat surprisingly fell to Oakland's 6th overall selection in the 2016 draft. Reports were even stronger in 2017. Puk is remarkably athletic for his size and he's more balanced throughout his delivery now than he was in college. His command has improved and now projects to average or a tick above. Puk also rebooted a curveball he had shelved at Florida and is flashing a plus changeup at times. He's going to have command of four above average or better pitches and rare lefty starter velocity. He has #2/3 starter ceiling and could reach Oakland this year.",dF78XZniyhY,,,,,,,,,,,,,60.0,65.0,60.0,60.0,55.0,60.0,,,45.0,50.0,0,0,,0,Medium,n/a,5.124,55.0,60.0,,
,MLB,sa723875,Luiz Gohara,Luiz Gohara,/players/luiz-gohara/15166/stats/pitching,15166,P,-1.0,,,Medium,2018,55,240,"6' 3""",,31,3,,Brazil,,,,,,,60 / 60,55 / 60,,45 / 50,,,45 / 50,2018,0,,17395,3,Luiz,Gohara,LHP,20,ATL,2018,2018 Report,15166,0,,31,3,55,0,2018,J2 2012,,75,240,L,L,Brazil,"Like many players on this list, Gohara was identified very early as an elite prospect, even coming from a non baseball hotbed like Brazil, catching scouts' eyes around age 14. The Mariners made him the highest paid pitcher in the 2012 July 2nd class and Gohara's development was slower than expected, dogged by maturity and weight concerns until a trade to Atlanta before the 2017 season. Gohara is still drawing CC Sabathia physical comps and will need to watch his weight, but he shot from High-A to the big leagues in 2017, invogorated by the change of scenery and the deadly combo of his mid-90's fastball and plus slider. Gohara is likely the Braves 4th starter to start the 2018 season.",aIq9ta-DzXQ,,,,,,,,,,,,,60.0,60.0,55.0,60.0,,,,,45.0,50.0,0,0,,0,Medium,1,0.120,45.0,50.0,,
ST,MLB,sa739765,Franklin Barreto,Franklin Barreto,/players/franklin-barreto/15519/stats/batting,15519,2B/SS,,,,Medium,2018,55,190,"5' 9""",,32,2,,Venezuela,50 / 55,45 / 55,60 / 60,60 / 60,40 / 50,60 / 60,,,,,,,,2018,0,,17252,2,Franklin,Barreto,CF,21,OAK,2018,2018 Report,15519,0,,32,2,55,0,2018,J2 2012,,69,190,R,R,Venezuela,"The small-sample struggles Barreto experienced during his brief big league debut are even less worrisome when you consider he was the age of a typical college junior. He has plus bat speed and raw power and a long track record of offensive success dating back to his age-17 season. If anything will limit Barreto's offensive output it'll be his shoddy pitch selection, but most think Barreto is going to hit and hit for power and play an up the middle position (though probably not shortstop) so there's some room for his OBP to breath. We'd like to see him in center field but think he could be a 45 or 50 at second base.",KuHQqKfcO_I,50.0,55.0,45.0,55.0,60.0,60.0,60.0,60.0,40.0,50.0,60.0,60.0,,,,,,,,,,,0,0,,0,Medium,0,3.031,,,,
MLB,MLB,sa3005068,MacKenzie Gore,MacKenzie Gore,/players/mackenzie-gore/22201/stats/pitching,22201,P,13.0,,,Medium,2020,55,180,"6' 3""",,33,3,,Whiteville HS (NC),,,,,,,55 / 55,45 / 50,50 / 55,50 / 60,,,45 / 60,2018,0,,17714,3,MacKenzie,Gore,LHP,18,SDP,2018,2018 Report,22201,0,,33,3,55,0,2020,1st rd 2017,,75,180,L,L,Whiteville HS (NC),"You can't truly appreciate Gore's subtle excellence in a showcase environment, so his one or two-inning outings the summer before his senior year left him in the draft's second round picture. When decision-makers saw him commanding his entire arsenal like an advanced college arm and reaching back for peak velocity late in starts the following spring, his stock exploded. Gore doesn't have a dominant fastball, nor does he project to, but hell touch 95 and has remarkable command of it, as well as command of his slider, curveball and changeup. His unique delivery requires elite athleticism to repeat but Gore does it, and projects to have plus command. He's a polished high school arm who should move quickly, projecting as a #3 starter.",JLkZukR_QSI,,,,,,,,,,,,,55.0,55.0,45.0,50.0,50.0,55.0,,,45.0,60.0,0,0,,0,Medium,3,4.000,50.0,60.0,,
MLB,MLB,sa874715,Michael Soroka,Michael Soroka,/players/michael-soroka/18383/stats/pitching,18383,P,15.0,,,Low,2018,55,210,"6' 4""",,34,4,,Bishop Carroll HS (CAN),,,,,,,55 / 55,55 / 55,,50 / 55,,,45 / 55,2018,0,,17396,4,Mike,Soroka,RHP,19,ATL,2018,2018 Report,18383,0,,34,4,55,0,2018,1st rd 2015,,76,210,R,R,Bishop Carroll HS (CAN),"The Canadian righty has a background playing hockey and has the frame and demeanor to be a defenseman in the NHL. The Braves challenged the polished sinker/slider standout with a 2017 assignment to Double-A at age 19 and he excelled, while also developing a changeup that was above average to plus to match his high spin rate two-plane breaking ball. Soroka likely gets an MLB look in 2018 at age 20 and while the upside isn't frontline since he sits 90-94 mph, you could argue everything he does is above average to plus.",LozVLyAQ3qs,,,,,,,,,,,,,55.0,55.0,55.0,55.0,,,,,45.0,55.0,0,0,,0,Low,n/a,7.009,50.0,55.0,,
MLB,MLB,sa873673,Corbin Burnes,Corbin Burnes,/players/corbin-burnes/19361/stats/pitching,19361,P,15.0,,,Medium,2019,55,205,"6' 3""",,35,2,,St. Mary's,,,,,,,55 / 55,50 / 55,50 / 55,45 / 50,,,50 / 60,2018,0,,17574,2,Corbin,Burnes,RHP,23,MIL,2018,2018 Report,19361,0,,35,2,55,0,2019,4th rd 2016,,75,205,R,R,St. Mary's,"A new position on the rubber and a more evenly paced delivery helped Burnes pound away at the glove-side corner of the strike zone with precision in 2017. His slider’s movement and his high-spin fastball’s natural cut play well together there, both away from righties and down-and-in against lefties. It helped him reach and have success at Double-A, and an aggressively competitive Brewers club might need him at some point this year. Burnes' curveball flashes plus, too, and he's a terrific athlete and fiery competitor. He's a near-ready above-average big league starter.",2hV-kZ5zxdk,,,,,,,,,,,,,55.0,55.0,50.0,55.0,50.0,55.0,,,50.0,60.0,0,0,,0,Medium,n/a,7.049,45.0,50.0,,
AA,MLB,sa657953,Anthony Alford,Anthony Alford,/players/anthony-alford/14329/stats/batting,14329,OF,,,,Medium,2018,55,215,"6' 1""",,36,3,,Petal HS (MS),35 / 45,40 / 50,60 / 60,70 / 70,50 / 60,40 / 40,,,,,,,,2018,0,,17350,3,Anthony,Alford,CF,22,TOR,2018,2018 Report,14329,0,,36,3,55,0,2018,3rd rd 2012,,73,215,R,R,Petal HS (MS),"Alford was a buzzy prospect in high school, coveted for his rare power/spede combo and overall athleticism, becoming more intriguing due to his limited baseball reps as he pursued a football career at Ole Miss and Southern Miss. The Blue Jays signed him out of high school to own his rights if football didn't work out and were happy when he hit the ground running in 2015 as a full-time baseball player at age 20 in full season ball with a surprising amount of polish, especially for pitch selection, for a kid who had never fully committed himself to baseball before. The tools are still flashy and profile as an well-rounded everyday center fielder that likely gets an extended big league look at some point in 2018.",lU6bw7GGXcs,35.0,45.0,40.0,50.0,60.0,60.0,70.0,70.0,50.0,60.0,40.0,40.0,,,,,,,,,,,0,0,,0,Medium,0,2.053,,,,
AAA,MLB,sa916722,Cristian Pache,Cristian Pache,/players/cristian-pache/19948/stats/batting,19948,OF,25.0,,,High,2020,55,185,"6' 2""",,37,5,,Dominican Republic,20 / 55,20 / 40,50 / 55,80 / 80,70 / 80,70 / 70,,,,,,,,2018,0,,17397,5,Cristian,Pache,CF,18,ATL,2018,2018 Report,19948,0,,37,5,55,0,2020,J2 2015,,74,185,R,R,Dominican Republic,"Pache drew a $1.5 million bonus as a 16-year-old in 2015 and he's a perfect example of the reward in signing a top July 2nd prospect as his tools have taken a huge step forward since signing: his run grade jumped from 60 to 80, his arm from 60 to 70, his raw power from 45 to 55 while he's also become arguably the best defender at any position in all of minor league baseball. The only issue for Pache are tweaking the mechanics of his swing. He needs to lift the ball more and have a stronger base to tap into some of his power and allow his athleticism to play. These are fixable things, he's just turned 19, he has plenty of hitting tools to surive until this point on them alone, the Braves rave about his makeup and coachability and his athleticism would be world class in any sport. With little improvement, he's a Kevin Pillar 2-3 win type defensive specialist and his upside is a 6+ win type perennial All-Star.",TTrN1fNVTzI,20.0,55.0,20.0,40.0,50.0,55.0,80.0,80.0,70.0,80.0,70.0,70.0,,,,,,,,,,,0,0,,0,High,0,3.031,,,,
MLB,MLB,sa3004259,Royce Lewis,Royce Lewis,/players/royce-lewis/20437/stats/batting,20437,3B,8.0,,,High,2020,55,188,"6' 2""",,38,1,,JSerra HS (CA),30 / 55,25 / 50,50 / 55,60 / 60,45 / 55,55 / 55,,,,,,,,2018,0,,17194,1,Royce,Lewis,CF,18,MIN,2018,2018 Report,20437,0,,38,1,55,0,2020,1st rd 2017,,74,188,R,R,JSerra HS (CA),"Lewis was one of the best players on the summer showcase circuit in 2016, showing a rare combo of hit, power and speed tools, though it was unclear if he fit better in the infield or center field. He had an up and down spring for his high school, but the raw tools were still present, helping him go #1 overall in a year without a clearcut top prospect. Scouts still largely think Lewis' tools play best in center field long-term and he performed even better than expected in his pro debut.",IRGoLxDpn0U,30.0,55.0,25.0,50.0,50.0,55.0,60.0,60.0,45.0,55.0,55.0,55.0,,,,,,,,,,,0,0,,0,High,2,3.142,,,,
AAA,MLB,sa828678,Justus Sheffield,Justus Sheffield,/players/justus-sheffield/17285/stats/pitching,17285,P,,,,Low,2018,55,195,"5' 10""",,39,3,,Tullahoma HS (TN),,,,,,,60 / 60,60 / 60,,50 / 55,,,45 / 50,2018,0,,17226,3,Justus,Sheffield,LHP,21,NYY,2018,2018 Report,17285,0,,39,3,55,0,2018,1st rd 2014,,70,195,L,L,Tullahoma HS (TN),"Sheffield's stuff was up in the Arizona Fall League. He was up to 97 in the desert, sitting 93-95 mph for much of his starts and locating all three of his pitches. Sheffield's mid-80s slider (which is relatively new, he threw a curveball in high school) is plus and he sequences and locates it well. It's become a backfoot weapon against right-handed hitters, but Sheffield's upper-80s changeup has enough movement to miss righty bats, too. He's a likely mid-rotation starter and should reach the Majors at some point this year.",tW5B2GiJG4k,,,,,,,,,,,,,60.0,60.0,60.0,60.0,,,,,45.0,50.0,0,0,,0,Low,1,2.080,50.0,55.0,,
AAA,MLB,sa917937,Carter Kieboom,Carter Kieboom,/players/carter-kieboom/19958/stats/batting,19958,3B,26.0,,,Medium,2021,55,190,"6' 2""",,40,2,,Walton HS (GA),35 / 55,30 / 55,55 / 60,50 / 45,45 / 50,55 / 55,,,,,,,,2018,0,,17600,2,Carter,Kieboom,3B,20,WSN,2018,2018 Report,19958,0,,40,2,55,0,2021,1st rd 2016,,74,190,R,R,Walton HS (GA),"Kieboom's older brother is a catcher in the Nationals organization but Carter wasn't drafted as a favor--the Nationals had plenty of competition that were angling to land the toolsy younger brother in 2016's first round. Kieboom, like many infielders on this list, may be able to stick at shortstop for certain teams that shift heavily or prioritize offense over defense at the position, but he fits more traditionally at second or third base, with some scouts suggesting even a corner outfield spot, but he's got plenty of bat for any position. Kieboom has flashed all five tools above average at times, but the most consistent are his hit and power tools, which should be his calling cards for a long time.",bIz5j-OJPrY,35.0,55.0,30.0,55.0,55.0,60.0,50.0,45.0,45.0,50.0,55.0,55.0,,,,,,,,,,,0,0,,0,Medium,0,3.009,,,,
AAA,MLB,sa968132,Michel Baez,Michel Baez,/players/michel-baez/20100/stats/pitching,20100,P,,,,High,2020,55,220,"6' 8""",,41,4,,Cuba,,,,,,,55 / 60,,50 / 55,55 / 65,,,40 / 55,2018,0,,17715,4,Michel,Baez,RHP,22,SDP,2018,2018 Report,20100,0,,41,4,55,0,2020,J2 2016,,80,220,R,R,Cuba,"The Padres signed Baez for $3 million during the winter of 2016, and when he first got underway in Arizona the following spring he looked like a size and arm strength lottery ticket. By the end of extended spring training he had made significant progress across the board and became much more. Baez's fastball velocity ticked up into the mid-to-upper 90s and his changeup was consistently plus. The velocity alone was too much for the AZL and Baez was quickly promoted to full-season ball and continued to dominate, refining his command along the way. He is shockingly athletic for his size, allowing him to repeat his delivery and project for plus command. Big leaguers can succeed with a changeup/command foundation, and Baez has those things but also touches 99. He looks like a potential #3 starter but there's also an element of freakishness here that could indicate more.",m34Pztbm-4k,,,,,,,,,,,,,55.0,60.0,,,50.0,55.0,,,40.0,55.0,0,0,,0,High,1,1.170,55.0,65.0,,
